state/ut,PC,candidate_name,party,evm_votes,postal_votes,total_votes,Rank
Andhra Pradesh,Khammam ,SANAPA POMMAIAH,Independent,889,0,889,27
Andhra Pradesh,Khammam ,None of the Above,NOTA,4978,13,4991,28
Andhra Pradesh,Aruku ,KISHORE CHANDRA DEO,Indian National Congress,52574,310,52884,1
Andhra Pradesh,Aruku ,GUMMIDI SANDHYARANI,Telugu Desam,319846,1947,321793,2
Andhra Pradesh,Aruku ,MIDIYAM BABURAO,Communist Party of India  (Marxist),38254,644,38898,3
Andhra Pradesh,Aruku ,KOTHAPALLI GEETHA,Yuvajana Sramika Rythu Congress Party,410730,2461,413191,4
Andhra Pradesh,Aruku ,BURJABARIKI DHANARAJU,Aam Aadmi Party,8539,30,8569,5
Andhra Pradesh,Aruku ,IILLA RAMI REDDY,Independent,5685,7,5692,6
Andhra Pradesh,Aruku ,KANGALA BALUDORA,Independent,23197,18,23215,7
Andhra Pradesh,Aruku ,CHETTI SANKARARAO,Independent,8934,17,8951,8
Andhra Pradesh,Aruku ,BIDDIKA RAMAIAH,Independent,7581,6,7587,9
Andhra Pradesh,Aruku ,VANUGU SANKARARAO,Independent,4591,23,4614,10
Andhra Pradesh,Aruku ,SALLANGI RATNAM,Independent,7648,40,7688,11
Andhra Pradesh,Aruku ,None of the Above,NOTA,16496,36,16532,12
Andhra Pradesh,Srikakulam,KILLI KRUPARANI,Indian National Congress,24038,133,24171,1
Andhra Pradesh,Srikakulam,BODDEPALLI RAJARAO,Bahujan Samaj Party,8036,13,8049,2
Andhra Pradesh,Srikakulam,RAMMOHAN NAIDU KINJARAPU,Telugu Desam,552348,4197,556545,3
Andhra Pradesh,Srikakulam,KADIYAM JAYALAKSHMI,Pyramid Party of India,5023,3,5026,4
Andhra Pradesh,Srikakulam,JAIDEV INJARAPU,Aam Aadmi Party,2517,42,2559,5
Andhra Pradesh,Srikakulam,PAIDI RAJA RAO,Jai Samaikyandhra Party,11334,89,11423,6
Andhra Pradesh,Srikakulam,REDDY SHANTHI,Yuvajana Sramika Rythu Congress Party,426135,2718,428853,7
Andhra Pradesh,Srikakulam,VASUDEVA RAO BODDU,Communist Party of India (Marxist-Lenninist) (Liberation),5128,4,5132,8
Andhra Pradesh,Srikakulam,KINJARAPU TEJESWARA RAO,Independent,2074,1,2075,9
Andhra Pradesh,Srikakulam,TOTA TEJESWARA RAO,Independent,2143,1,2144,10
Andhra Pradesh,Srikakulam,None of the Above,NOTA,6100,38,6138,11
Andhra Pradesh,Vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,Telugu Desam,534357,2192,536549,1
Andhra Pradesh,Vizianagaram,JHANSI LAKSHMI BOTCHA,Indian National Congress,122091,396,122487,2
Andhra Pradesh,Vizianagaram,BONU KRISHNA,Bahujan Samaj Party,4091,1,4092,3
Andhra Pradesh,Vizianagaram,TADIVAKA RAMESH NAIDU,Jai Samaikyandhra Party,3346,42,3388,4
Andhra Pradesh,Vizianagaram,NARU SIMHADRI NAIDU,Aam Aadmi Party,2476,29,2505,5
Andhra Pradesh,Vizianagaram,PRASADA RAO NANDA,Pyramid Party of India,6396,5,6401,6
Andhra Pradesh,Vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,Yuvajana Sramika Rythu Congress Party,427629,2009,429638,7
Andhra Pradesh,Vizianagaram,YELLA RAO SIYYADULA,Independent,5125,0,5125,8
Andhra Pradesh,Vizianagaram,HARIKISHAN KUPPILI,Independent,3573,30,3603,9
Andhra Pradesh,Vizianagaram,None of the Above,NOTA,6506,22,6528,10
Andhra Pradesh,Visakhapatnam,IMANDI VENKATA KURMARAO,Bahujan Samaj Party,14941,6,14947,1
Andhra Pradesh,Visakhapatnam,KAMBHAMPATI HARI BABU,Bharatiya Janata Party,565326,1506,566832,2
Andhra Pradesh,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),Indian National Congress,50605,27,50632,3
Andhra Pradesh,Visakhapatnam,KUNA RAMAM,Aam Aadmi Party,6147,28,6175,4
Andhra Pradesh,Visakhapatnam,DADI JYOTHI BHAVANI,Pyramid Party of India,2715,2,2717,5
Andhra Pradesh,Visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,ICSP,1907,3,1910,6
Andhra Pradesh,Visakhapatnam,JT RAMARAO,sps,4316,7,4323,7
Andhra Pradesh,Visakhapatnam,Y.S VIJAYAMMA,Yuvajana Sramika Rythu Congress Party,474628,1716,476344,8
Andhra Pradesh,Visakhapatnam,SABBAM HARI,Jai Samaikyandhra Party,6598,46,6644,9
Andhra Pradesh,Visakhapatnam,UMAMAHESWARARAO ARETI,Independent,1750,1,1751,10
Andhra Pradesh,Visakhapatnam,KUTIKUPPALA SURYA RAO,Independent,1879,10,1889,11
Andhra Pradesh,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,Independent,1925,2,1927,12
Andhra Pradesh,Visakhapatnam,GEDELA KRISHNARAO,Independent,1117,1,1118,13
Andhra Pradesh,Visakhapatnam,CHANDRASEKHAR BUDDA,Independent,1347,1,1348,14
Andhra Pradesh,Visakhapatnam,CHALAPATHIRAO RONANKI,Independent,1593,1,1594,15
Andhra Pradesh,Visakhapatnam,TANUKU DIVAKAR,Independent,5418,0,5418,16
Andhra Pradesh,Visakhapatnam,DURGAPRASAD GUNTU,Independent,2610,1,2611,17
Andhra Pradesh,Visakhapatnam,NAGENDRA SAIRAM,Independent,2377,0,2377,18
Andhra Pradesh,Visakhapatnam,J. PADMAJA,Independent,1539,1,1540,19
Andhra Pradesh,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,Independent,991,3,994,20
Andhra Pradesh,Visakhapatnam,SREENADH REDDY,Independent,1378,1,1379,21
Andhra Pradesh,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),Independent,1759,0,1759,22
Andhra Pradesh,Visakhapatnam,None of the Above,NOTA,7312,17,7329,23
Andhra Pradesh,Anakapalli,KARANAM TIRUPATHI RAO,Bahujan Samaj Party,14819,15,14834,1
Andhra Pradesh,Anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),Telugu Desam,566667,1796,568463,2
Andhra Pradesh,Anakapalli,VIJAYA LAKSHMI THOTA,Indian National Congress,17697,73,17770,3
Andhra Pradesh,Anakapalli,KONDARAJU JAMPANA,Jai Samaikyandhra Party,6215,46,6261,4
Andhra Pradesh,Anakapalli,GUDIVADA AMARNADH,Yuvajana Sramika Rythu Congress Party,518566,1965,520531,5
Andhra Pradesh,Anakapalli,VADLAMURI KRISHNA SWAROOP,DABAP,5501,5,5506,6
Andhra Pradesh,Anakapalli,SARISA LEELA PRASANNA KUMARI,Pyramid Party of India,2871,4,2875,7
Andhra Pradesh,Anakapalli,APPALARAJU SADARAM,Independent,3225,3,3228,8
Andhra Pradesh,Anakapalli,None of the Above,NOTA,8559,45,8604,9
Andhra Pradesh,Kakinada,THOTA NARASIMHAM,Telugu Desam,512045,2357,514402,1
Andhra Pradesh,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,Indian National Congress,19528,226,19754,2
Andhra Pradesh,Kakinada,MUTHABATHULA RATNA KUMAR,Bahujan Samaj Party,2469,42,2511,3
Andhra Pradesh,Kakinada,ARJUNARAO YEGUPATI,Communist Party of India (Marxist-Lenninist) (Liberation),1489,6,1495,4
Andhra Pradesh,Kakinada,KOLA VENKATA PRASAD VARMA,Rashtriya Janata Dal,3459,14,3473,5
Andhra Pradesh,Kakinada,CHALAMALASETTY SUNIL,Yuvajana Sramika Rythu Congress Party,508068,2903,510971,6
Andhra Pradesh,Kakinada,TEKUMUDI VENKATA RAO,Pyramid Party of India,3819,7,3826,7
Andhra Pradesh,Kakinada,TUMMALAPALLI SATYA RAMAKRISHNA,Jai Samaikyandhra Party,6263,179,6442,8
Andhra Pradesh,Kakinada,MOTHA SARADA,Republican Party of India (Khobragade),6835,1,6836,9
Andhra Pradesh,Kakinada,ROKKAM DAYAKAR,Republican Paksha (Khoripa),1834,3,1837,10
Andhra Pradesh,Kakinada,SRINIVAS DANGETI,Aam Aadmi Party,2266,90,2356,11
Andhra Pradesh,Kakinada,KARRA VENKATA APPALA NARASIMHA RAO,Independent,1904,3,1907,12
Andhra Pradesh,Kakinada,KUNCHE RAMADAS,Independent,1117,5,1122,13
Andhra Pradesh,Kakinada,GUTTULA ANNAPURNA SESHAGIRI RAO (BATHPARTY-SESHU),Independent,1413,4,1417,14
Andhra Pradesh,Kakinada,CHAGANTI SURYANARAYANA MURTY,Independent,1230,6,1236,15
Andhra Pradesh,Kakinada,JALLURI VENKATESWARLU (J.V),Independent,6634,2,6636,16
Andhra Pradesh,Kakinada,DONKA LEELAVATHI,Independent,3754,2,3756,17
Andhra Pradesh,Kakinada,DONAM NEELAKANTAM,Independent,1693,4,1697,18
Andhra Pradesh,Kakinada,PEPAKAYALA SUBHA RAJENDRA,Independent,1158,3,1161,19
Andhra Pradesh,Kakinada,PRABHAKARA RAO MADIKI,Independent,495,1,496,20
Andhra Pradesh,Kakinada,MERLA BHAVANI SANKARA PRASAD,Independent,908,2,910,21
Andhra Pradesh,Kakinada,VINJAMALLA CHITTI BABU,Independent,1394,6,1400,22
Andhra Pradesh,Kakinada,None of the Above,NOTA,4158,200,4358,23
Andhra Pradesh,Amalapuram ,AITHABATHULA JOGESWARA VENKATA BUTCHI MAHESWARA RAO,Indian National Congress,12092,90,12182,1
Andhra Pradesh,Amalapuram ,GEDDAM SAMPADA RAO,Bahujan Samaj Party,7117,102,7219,2
Andhra Pradesh,Amalapuram ,DR PANDULA RAVINDRA BABU,Telugu Desam,591480,3067,594547,3
Andhra Pradesh,Amalapuram ,KUNCHE PEDASATYANARAYANA,Pyramid Party of India,4543,17,4560,4
Andhra Pradesh,Amalapuram ,KONKI VENKATA RAO,Republican Paksha (Khoripa),3220,13,3233,5
Andhra Pradesh,Amalapuram ,PINIPE VISWARUPU,Yuvajana Sramika Rythu Congress Party,470804,3167,473971,6
Andhra Pradesh,Amalapuram ,VIJAYA CHAKRAVARTHY PANTHAGADA,Republican Party of India (Khobragade),2861,6,2867,7
Andhra Pradesh,Amalapuram ,G.V.HARSHA KUMAR,Jai Samaikyandhra Party,9587,344,9931,8
Andhra Pradesh,Amalapuram ,UNDRU GANI RAJU,Independent,856,6,862,9
Andhra Pradesh,Amalapuram ,KASI CHANDRAMOULI,Independent,1090,20,1110,10
Andhra Pradesh,Amalapuram ,KOMMU SATYAVATHI,Independent,619,6,625,11
Andhra Pradesh,Amalapuram ,BHASKARA RAO BUNGA,Independent,816,8,824,12
Andhra Pradesh,Amalapuram ,YALANGI RAMESH,Independent,1161,10,1171,13
Andhra Pradesh,Amalapuram ,VADDI WINSTON CHURCHILL,Independent,1676,8,1684,14
Andhra Pradesh,Amalapuram ,None of the Above,NOTA,5992,149,6141,15
Andhra Pradesh,Rajahmundry,DURGESH KANDULA,Indian National Congress,21056,187,21243,1
Andhra Pradesh,Rajahmundry,MARRE BABJI,Bahujan Samaj Party,6037,42,6079,2
Andhra Pradesh,Rajahmundry,MURALI MOHAN MAGANTI,Telugu Desam,627653,2920,630573,3
Andhra Pradesh,Rajahmundry,KOLLABATHULA RICHMOND CAREY,GaAP,5457,24,5481,4
Andhra Pradesh,Rajahmundry,BODDU VENKATARAMANA CHOWDARY,Yuvajana Sramika Rythu Congress Party,461204,1935,463139,5
Andhra Pradesh,Rajahmundry,MULLAPUDI SATYANARAYANA,Jai Samaikyandhra Party,11540,178,11718,6
Andhra Pradesh,Rajahmundry,MEDA SRINIVAS,Rashtriya Praja Congress (Secular),985,6,991,7
Andhra Pradesh,Rajahmundry,SANGISETTI SRINIVASA RAO,Pyramid Party of India,1322,7,1329,8
Andhra Pradesh,Rajahmundry,ANNAMDEVULA DHARMA RAO,Independent,588,2,590,9
Andhra Pradesh,Rajahmundry,CHEEKATLA VENKATESWARA RAO,Independent,1351,5,1356,10
Andhra Pradesh,Rajahmundry,PALLA VENKATA NAIDU(PRADEEP),Independent,978,11,989,11
Andhra Pradesh,Rajahmundry,POLU PEDA VENGALA REDDY,Independent,764,1,765,12
Andhra Pradesh,Rajahmundry,MUTYALA RAMBABU,Independent,1277,5,1282,13
Andhra Pradesh,Rajahmundry,ILLA GOVINDA RAJAN,Independent,1390,0,1390,14
Andhra Pradesh,Rajahmundry,None of the Above,NOTA,7361,95,7456,15
Andhra Pradesh,Narsapuram,KANUMURU BAPI RAJU,Indian National Congress,26859,224,27083,1
Andhra Pradesh,Narsapuram,GOKARAJU GANGA RAJU,Bharatiya Janata Party,537498,2808,540306,2
Andhra Pradesh,Narsapuram,CHINTAPALLI KANAKA RAO,Bahujan Samaj Party,8454,37,8491,3
Andhra Pradesh,Narsapuram,S.V.P.K.H.G.KRISHNAM RAJU,Pyramid Party of India,4205,27,4232,4
Andhra Pradesh,Narsapuram,GITADAS DAS,pjdl,23255,5,23260,5
Andhra Pradesh,Narsapuram,NALLI RAJESH,Republican Paksha (Khoripa),6705,3,6708,6
Andhra Pradesh,Narsapuram,VANKA RAVINDRANATH,Yuvajana Sramika Rythu Congress Party,452576,2379,454955,7
Andhra Pradesh,Narsapuram,SAROJA  POLASAPALLI,Jai Samaikyandhra Party,6704,134,6838,8
Andhra Pradesh,Narsapuram,ADDANKI (SEKHAR BABU) DORABABU,Independent,1339,11,1350,9
Andhra Pradesh,Narsapuram,BADAMPUDI SIVA,Independent,1597,8,1605,10
Andhra Pradesh,Narsapuram,MEDAPATI  VARAHALA REDDY,Independent,1242,8,1250,11
Andhra Pradesh,Narsapuram,VANGALAPUDI YASHYAA,Independent,1274,7,1281,12
Andhra Pradesh,Narsapuram,VOLETI VENKATA LAKSHMANA RAO,Independent,1295,3,1298,13
Andhra Pradesh,Narsapuram,SHIVAJI GOTTUMUKKALA,Independent,2274,12,2286,14
Andhra Pradesh,Narsapuram,None of the Above,NOTA,7900,104,8004,15
Andhra Pradesh,Eluru ,NETALA RAMESH BABU,Bahujan Samaj Party,11624,46,11670,1
Andhra Pradesh,Eluru ,MAGANTI VENKATESWARA RAO (BABU),Telugu Desam,620374,3097,623471,2
Andhra Pradesh,Eluru ,MUSUNURI NAGESWARA RAO,Indian National Congress,11680,90,11770,3
Andhra Pradesh,Eluru ,ASHOK YANTRAPATI,MaSP,1205,7,1212,4
Andhra Pradesh,Eluru ,GOVADA VIJAYA KUMARI,pjdl,4477,6,4483,5
Andhra Pradesh,Eluru ,THOTA CHANDRA SEKHAR,Yuvajana Sramika Rythu Congress Party,518063,3482,521545,6
Andhra Pradesh,Eluru ,MENDEM SANTOSH KUMAR ( PEDABABULU),ILP(AP),3409,14,3423,7
Andhra Pradesh,Eluru ,U .V. RAMA RAO,Pyramid Party of India,1311,12,1323,8
Andhra Pradesh,Eluru ,SAVANAPUDI NAGARAJU,MCPI,2310,8,2318,9
Andhra Pradesh,Eluru ,K.V.V.SATYANARAYANA,Jai Samaikyandhra Party,2761,112,2873,10
Andhra Pradesh,Eluru ,GANGADHARA RAO NANNAPANENI,Independent,1293,9,1302,11
Andhra Pradesh,Eluru ,JULURI BHASKARA VEERA VENKATA ANIL KUMAR GUPTA,Independent,750,1,751,12
Andhra Pradesh,Eluru ,K.VIJAYA LAKSHMI PANDIT,Independent,1312,8,1320,13
Andhra Pradesh,Eluru ,U VENKATESWARARAO (U.V),Independent,3957,14,3971,14
Andhra Pradesh,Eluru ,C.V.SARADA DEVI,Independent,2715,6,2721,15
Andhra Pradesh,Eluru ,None of the Above,NOTA,7479,65,7544,16
Andhra Pradesh,Machilipatnam ,KONAKALLA NARAYANA RAO,Telugu Desam,583374,3906,587280,1
Andhra Pradesh,Machilipatnam ,PRASADA RAO PEGGEM,Bahujan Samaj Party,4057,28,4085,2
Andhra Pradesh,Machilipatnam ,SISTLA RAMESH,Indian National Congress,13992,119,14111,3
Andhra Pradesh,Machilipatnam ,KAMMILI SRINIVAS,Jai Samaikyandhra Party,7508,184,7692,4
Andhra Pradesh,Machilipatnam ,KOLUSU PARTHA SARATHY,Yuvajana Sramika Rythu Congress Party,502875,3348,506223,5
Andhra Pradesh,Machilipatnam ,VADAPALLI RAGHUNADH,Pyramid Party of India,4393,8,4401,6
Andhra Pradesh,Machilipatnam ,JAMPANA SRINIVASA GOUD,Independent,921,10,931,7
Andhra Pradesh,Machilipatnam ,PARASA SRINIVASA RAO,Independent,3395,4,3399,8
Andhra Pradesh,Machilipatnam ,MOHAMMAD ISHAQ,Independent,1758,12,1770,9
Andhra Pradesh,Machilipatnam ,YUNDURI SUBRAMANYASWARA RAO (MANI),Independent,1596,1,1597,10
Andhra Pradesh,Machilipatnam ,YARLAGADDA RAMA MOHAN RAO,Independent,1398,7,1405,11
Andhra Pradesh,Machilipatnam ,None of the Above,NOTA,8003,168,8171,12
Andhra Pradesh,Vijayawada,AVINASH DEVINENI,Indian National Congress,39524,236,39760,1
Andhra Pradesh,Vijayawada,KESINENI SRINIVAS (NANI),Telugu Desam,589702,3251,592953,2
Andhra Pradesh,Vijayawada,CHIGURUPATI RAMALINGESWARA RAO,Bahujan Samaj Party,3549,33,3582,3
Andhra Pradesh,Vijayawada,ISHWARYA LAKSHMI CHINNAM,Jai Samaikyandhra Party,5175,121,5296,4
Andhra Pradesh,Vijayawada,KAMBALA. SUBRAHMANYAM (SASTRY),Welfare Party of India,7529,10,7539,5
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Yuvajana Sramika Rythu Congress Party,514926,3313,518239,6
Andhra Pradesh,Vijayawada,RAJA KUMARI GUNDAPANENI,Pyramid Party of India,2564,7,2571,7
Andhra Pradesh,Vijayawada,SUNKARA KRISHNA MURTHY,ARPS,799,4,803,8
Andhra Pradesh,Vijayawada,HAR MOHINDER SINGH SAHANI,Aam Aadmi Party,3021,67,3088,9
Andhra Pradesh,Vijayawada,ALTAF ALI MOHAMED,Independent,1164,4,1168,10
Andhra Pradesh,Vijayawada,AHMED ANSARI SYED,Independent,499,5,504,11
Andhra Pradesh,Vijayawada,P.V. KRISHNAIAH,Independent,420,3,423,12
Andhra Pradesh,Vijayawada,KONERU RAJENDRA PRASAD,Independent,861,153,1014,13
Andhra Pradesh,Vijayawada,KONERU RAMACHANDRA PRASAD,Independent,1077,22,1099,14
Andhra Pradesh,Vijayawada,CHATRAGADDA PRATAP,Independent,948,2,950,15
Andhra Pradesh,Vijayawada,TATINENI SRINIVASA RAO,Independent,2454,6,2460,16
Andhra Pradesh,Vijayawada,DASARI VENKATA NAGESH,Independent,1871,3,1874,17
Andhra Pradesh,Vijayawada,M.PHANI PRAKASH,Independent,2808,1,2809,18
Andhra Pradesh,Vijayawada,BOLISETTY HARIBABU,Independent,662,5,667,19
Andhra Pradesh,Vijayawada,V.R.K.MURTHY.,Independent,745,4,749,20
Andhra Pradesh,Vijayawada,YARAM KATAM RAJU,Independent,1401,1,1402,21
Andhra Pradesh,Vijayawada,SURAPANENI SARATBABU,Independent,1515,6,1521,22
Andhra Pradesh,Vijayawada,None of the Above,NOTA,5165,129,5294,23
Andhra Pradesh,Guntur,ABDUL WAHEED SHAIK,Indian National Congress,46677,141,46818,1
Andhra Pradesh,Guntur,JAYADEV GALLA,Telugu Desam,615170,3247,618417,2
Andhra Pradesh,Guntur,MALLELA BABU RAO,Bahujan Samaj Party,4201,22,4223,3
Andhra Pradesh,Guntur,ABBURI KOTESWARA RAO,Pyramid Party of India,1635,1,1636,4
Andhra Pradesh,Guntur,EMANI CHANDRA SEKHAR RAO,NPT,1454,1,1455,5
Andhra Pradesh,Guntur,UDAIA KUMAR MUSUKU,ICSP,2814,38,2852,6
Andhra Pradesh,Guntur,KATA VEERA VARA PRASAD,Aam Aadmi Party,2289,55,2344,7
Andhra Pradesh,Guntur,DR. KOUTHARAPU RAVINDRA,GRIP,2586,8,2594,8
Andhra Pradesh,Guntur,BALASHOWRY VALLABHANENI,Yuvajana Sramika Rythu Congress Party,545602,3704,549306,9
Andhra Pradesh,Guntur,MALLELA VENKATA RAO,Jai Samaikyandhra Party,5554,54,5608,10
Andhra Pradesh,Guntur,ARUDALA VENKATESWARA RAO,Independent,901,7,908,11
Andhra Pradesh,Guntur,BITRA VENKATA SIVANNARAYANA,Independent,1166,3,1169,12
Andhra Pradesh,Guntur,None of the Above,NOTA,7530,66,7596,13
Andhra Pradesh,Narasaraopet,KONDAPALLI VENKATESWARLU,Indian National Congress,22870,73,22943,1
Andhra Pradesh,Narasaraopet,MEKALA HANUMANTHA RAO YADAV,Bahujan Samaj Party,4896,15,4911,2
Andhra Pradesh,Narasaraopet,SAMBASIVA RAO RAYAPATI,Telugu Desam,629706,2758,632464,3
Andhra Pradesh,Narasaraopet,AKKI REDDY BHIMANADULA,Pyramid Party of India,7026,6,7032,4
Andhra Pradesh,Narasaraopet,AYODHYA RAMIREDDY ALLA,Yuvajana Sramika Rythu Congress Party,594230,2954,597184,5
Andhra Pradesh,Narasaraopet,YELURI SRILATHA,Jai Samaikyandhra Party,5108,34,5142,6
Andhra Pradesh,Narasaraopet,ROSAIAH SIVAPARAPU,MCPI,1869,8,1877,7
Andhra Pradesh,Narasaraopet,KANUMURI KOTESWARA RAO,Independent,1401,3,1404,8
Andhra Pradesh,Narasaraopet,JANGALA SINGARAIAH YADAV,Independent,967,6,973,9
Andhra Pradesh,Narasaraopet,PARUVURI RAMESH,Independent,1118,0,1118,10
Andhra Pradesh,Narasaraopet,RAVU SUBRAHMANYAM,Independent,1023,2,1025,11
Andhra Pradesh,Narasaraopet,None of the Above,NOTA,5943,42,5985,12
Andhra Pradesh,Bapatla ,DWARAPALLI PHILIP,Bahujan Samaj Party,8093,20,8113,1
Andhra Pradesh,Bapatla ,PANABAKA LAKSHMI,Indian National Congress,22963,109,23072,2
Andhra Pradesh,Bapatla ,MALYADRI SRIRAM,Telugu Desam,574690,3455,578145,3
Andhra Pradesh,Bapatla ,EDA CHENNAIAH,Aam Aadmi Party,3924,24,3948,4
Andhra Pradesh,Bapatla ,PERLI PRASANNA DEEVENA KUMAR (PRASANNA),ILP(AP),2959,8,2967,5
Andhra Pradesh,Bapatla ,YALLAMATI RAMESH,Pyramid Party of India,8406,8,8414,6
Andhra Pradesh,Bapatla ,VARIKUTI AMRUTHAPANI,Yuvajana Sramika Rythu Congress Party,542461,2930,545391,7
Andhra Pradesh,Bapatla ,R.D.WILSON,Jai Samaikyandhra Party,3617,40,3657,8
Andhra Pradesh,Bapatla ,GADDE THYAGARAJU,Independent,747,2,749,9
Andhra Pradesh,Bapatla ,GOGULAMUDI NARASIMHA RAO,Independent,718,2,720,10
Andhra Pradesh,Bapatla ,NAKKALA VEERANJANEYULU,Independent,613,2,615,11
Andhra Pradesh,Bapatla ,BANDELA NAGESWARA RAO,Independent,666,2,668,12
Andhra Pradesh,Bapatla ,BABURAO GOLLA,Independent,823,0,823,13
Andhra Pradesh,Bapatla ,RATNABABU MAMIDI,Independent,1200,6,1206,14
Andhra Pradesh,Bapatla ,None of the Above,NOTA,6052,94,6146,15
Andhra Pradesh,Ongole ,KRISHNA RAO VEMULA,Bahujan Samaj Party,5852,12,5864,1
Andhra Pradesh,Ongole ,DARISI PAVAN KUMAR,Indian National Congress,13321,35,13356,2
Andhra Pradesh,Ongole ,MAGUNTA SREENIVASULU REDDY,Telugu Desam,569401,4901,574302,3
Andhra Pradesh,Ongole ,GOLLAPALLI KISHORE KUMAR REDDY,Jai Samaikyandhra Party,3705,19,3724,4
Andhra Pradesh,Ongole ,PAMMI VENKA REDDY,Pyramid Party of India,1382,10,1392,5
Andhra Pradesh,Ongole ,S.S.N.RAJA YADAV,Aam Aadmi Party,4364,29,4393,6
Andhra Pradesh,Ongole ,Y.V.SUBBA REDDY,Yuvajana Sramika Rythu Congress Party,584516,5345,589861,7
Andhra Pradesh,Ongole ,KAVURI VENUBABU NAIDU,Independent,3206,1,3207,8
Andhra Pradesh,Ongole ,KIRAN DASARANNA MATTEGUNTA,Independent,755,1,756,9
Andhra Pradesh,Ongole ,CHAPALA VENKATA RAO,Independent,879,0,879,10
Andhra Pradesh,Ongole ,DAMA MOHAN RAO,Independent,492,0,492,11
Andhra Pradesh,Ongole ,PIDAPARTHI MADHUSUDHANA REDDY,Independent,625,0,625,12
Andhra Pradesh,Ongole ,B. BALAJEE RAO,Independent,658,0,658,13
Andhra Pradesh,Ongole ,BELLAMKONDA VENKATRAO,Independent,999,0,999,14
Andhra Pradesh,Ongole ,RADHAKRISHNA SOMISETTY,Independent,1936,0,1936,15
Andhra Pradesh,Ongole ,None of the Above,NOTA,5764,17,5781,16
Andhra Pradesh,Nandyal,OBULESU THUDUM,Bahujan Samaj Party,11782,2,11784,1
Andhra Pradesh,Nandyal,N.MD.FAROOK,Telugu Desam,514780,1865,516645,2
Andhra Pradesh,Nandyal,B.Y.RAMAIAH,Indian National Congress,16341,37,16378,3
Andhra Pradesh,Nandyal,ULLAGI DAVID JAYA KUMAR,Aam Aadmi Party,2475,24,2499,4
Andhra Pradesh,Nandyal,NOSSAM MALLIKARJUNA REDDY,Jai Samaikyandhra Party,7169,20,7189,5
Andhra Pradesh,Nandyal,S.P.Y REDDY,Yuvajana Sramika Rythu Congress Party,620061,2350,622411,6
Andhra Pradesh,Nandyal,P.V.N. REDDY,All India Majlis-E-Ittehadul Muslimeen,5586,12,5598,7
Andhra Pradesh,Nandyal,K.P.KAMBAGIRI SWAMI,Independent,2708,0,2708,8
Andhra Pradesh,Nandyal,GADDALA BALASWAMY,Independent,1495,0,1495,9
Andhra Pradesh,Nandyal,P.NARENDRA DEV,Independent,932,4,936,10
Andhra Pradesh,Nandyal,I.V PAKKIRA REDDY,Independent,1031,5,1036,11
Andhra Pradesh,Nandyal,PIDISELA VIJAY KUMAR,Independent,1325,0,1325,12
Andhra Pradesh,Nandyal,M RAMANA REDDY,Independent,5400,0,5400,13
Andhra Pradesh,Nandyal,VANGALA SREENIVASA REDDY,Independent,2433,4,2437,14
Andhra Pradesh,Nandyal,None of the Above,NOTA,7089,26,7115,15
Andhra Pradesh,Kurnool,KOTLA JAYASURYAPRAKASH REDDY,Indian National Congress,116266,337,116603,1
Andhra Pradesh,Kurnool,B.T. NAIDU,Telugu Desam,427292,1359,428651,2
Andhra Pradesh,Kurnool,R.J.MALLIKAL,Bahujan Samaj Party,5739,7,5746,3
Andhra Pradesh,Kurnool,KONDIPARTHI .VENKAT  PRASAD,Republican Party of India,1614,0,1614,4
Andhra Pradesh,Kurnool,G.JAKEER HUSSAIN,Jai Samaikyandhra Party,3585,15,3600,5
Andhra Pradesh,Kurnool,NAGELLA ELIA,Welfare Party of India,1986,4,1990,6
Andhra Pradesh,Kurnool,NOOR AHMED MADANI,SDP,11381,12,11393,7
Andhra Pradesh,Kurnool,BUTTA RENUKA,Yuvajana Sramika Rythu Congress Party,471525,1257,472782,8
Andhra Pradesh,Kurnool,VISSA KIRAN KUMAR,Aam Aadmi Party,6478,44,6522,9
Andhra Pradesh,Kurnool,KOTHURU.SATYANARAYANA GUPTA,Independent,2020,1,2021,10
Andhra Pradesh,Kurnool,D CHAND BASHA,Independent,2605,0,2605,11
Andhra Pradesh,Kurnool,D YUGANDHAR,Independent,2820,0,2820,12
Andhra Pradesh,Kurnool,None of the Above,NOTA,9369,16,9385,13
Andhra Pradesh,Anantapur,ANIL CHOWDARY.  P,Indian National Congress,16696,23,16719,1
Andhra Pradesh,Anantapur,KASANI NAGARAJU,Bahujan Samaj Party,6218,9,6227,2
Andhra Pradesh,Anantapur,J.C. DIVAKAR REDDI,Telugu Desam,606849,3439,610288,3
Andhra Pradesh,Anantapur,ANANTHA VENKATARAMIREDDY,Yuvajana Sramika Rythu Congress Party,545612,2685,548297,4
Andhra Pradesh,Anantapur,T.KULDEEP CHOWDARY,STR,6542,0,6542,5
